Query Number,Time,SQLStatement

1662, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=831, 

1664, 0.00129825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=832, 

1666, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=833, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1656, 0.001293, SELECT itemID FROM dataminingdb.itemsets WHERE transId=828, 

1658, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=829, 

1660, 0.00129225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=830, 

1662, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=831, 

1664, 0.00129825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=832, 

1666, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=833, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1658, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=829, 

1660, 0.00129225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=830, 

1662, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=831, 

1664, 0.00129825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=832, 

1666, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=833, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1660, 0.00129225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=830, 

1662, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=831, 

1664, 0.00129825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=832, 

1666, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=833, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1662, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=831, 

1664, 0.00129825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=832, 

1666, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=833, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1664, 0.00129825, SELECT itemID FROM dataminingdb.itemsets WHERE transId=832, 

1666, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=833, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1666, 0.00132375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=833, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1668, 0.00132425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=834, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1670, 0.00129, SELECT itemID FROM dataminingdb.itemsets WHERE transId=835, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1672, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=836, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1674, 0.00130075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=837, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1676, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=838, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1678, 0.00132925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=839, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1680, 0.0012895, SELECT itemID FROM dataminingdb.itemsets WHERE transId=840, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1682, 0.0013095, SELECT itemID FROM dataminingdb.itemsets WHERE transId=841, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1684, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=842, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1686, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=843, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1688, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=844, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1690, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=845, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1692, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=846, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1694, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=847, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1696, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=848, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1698, 0.00135125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=849, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1700, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=850, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1702, 0.00129575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=851, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1704, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=852, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1706, 0.00129625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=853, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1708, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=854, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1710, 0.0014585, SELECT itemID FROM dataminingdb.itemsets WHERE transId=855, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1712, 0.00129875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=856, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1714, 0.001311, SELECT itemID FROM dataminingdb.itemsets WHERE transId=857, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1716, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=858, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1718, 0.001315, SELECT itemID FROM dataminingdb.itemsets WHERE transId=859, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1720, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=860, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1722, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=861, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1724, 0.00131475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=862, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

1726, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=863, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1728, 0.001292, SELECT itemID FROM dataminingdb.itemsets WHERE transId=864, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1730, 0.00129425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=865, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1732, 0.00130475, SELECT itemID FROM dataminingdb.itemsets WHERE transId=866, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1734, 0.0012885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=867, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

1740, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=870, 

1742, 0.0013455, SELECT itemID FROM dataminingdb.itemsets WHERE transId=871, 

1744, 0.001295, SELECT itemID FROM dataminingdb.itemsets WHERE transId=872, 

1746, 0.00128875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=873, 

1748, 0.0013885, SELECT itemID FROM dataminingdb.itemsets WHERE transId=874, 

1736, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=868, 

1738, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=869, 

